uMarka,urunKategorileri,urunKategorileriTwo,urunKategorileriThree,urunKategorileriFour,urunKategorileriFive,urunKategorileriSix,urunKategorileriSeven,urunAdi,urunAciklama,urunFoto,urunURL
Coca Cola,icecekler,"Kola, Fanta",,,,,,Coca Cola Şekersiz 6x250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/coca-cola-sekersiz-6x250-ml
Cola Turka,icecekler,"Kola, Fanta",,,,,,Cola Turka 6x200 ml Cam Şişe,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cola-turka-6x200-ml-cam-sise
Sprite,icecekler,"Kola, Fanta",,,,,,Sprite 6x250 ml Çeşitleri,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/sprite-6x250-ml-cesitleri-11841
Fanta,icecekler,"Kola, Fanta",,,,,,Fanta 6x250 ml Çeşitleri,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fanta-6x250-ml-cesitleri-11840
Damla,icecekler,Sade Maden Suları,,,,,,Damla Minera Sade Soda 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/damla-minera-200ml-sade-soda-11830
Uludağ,icecekler,Sade Gazoz,,,,,,Uludağ Gazoz 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/uludag-gazoz-1-lt-12529
Fruko,icecekler,Meyveli Gazoz,,,,,,Fruko Gazoz Coll Lime 4x1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fruko-gazoz-coll-lime-4x1-lt-13090
Coca Cola,icecekler,"Kola, Fanta",,,,,,Coca Cola Lime Kutu 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/coca-cola-lime-kutu-250-ml-13605
Coca Cola,icecekler,"Kola, Fanta",,,,,,Coca Cola Lime 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/coca-cola-lime-1-lt-13607
Uludağ,icecekler,Meyveli Gazoz,,,,,,"Uludağ Efsane Gazoz Portakal 1,5 lt",,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/uludag-efsane-gazoz-portakal-15lt-13652
Schweppes,icecekler,"Kola, Fanta",,,,,,Schweppes Limon Cam 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/schweppes-limon-cam-250-ml-14373
Damla,icecekler,Sade Maden Suları,,,,,,Damla Minera Premium Maden Suyu 750 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/damla-minera-premium-maden-suyu-750ml-14377
Uludağ,icecekler,Sade Gazoz,,,,,,"Uludağ Gazoz 1,5 lt",,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/uludag-gazoz-15-lt-13561
Avşar,icecekler,Meyveli Maden Suları,,,,,,Avşar Düşes Armudu & Nektarin Maden Suyu 6x200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/avsar-duses-armudu--nektarin-maden-suyu-6x200-ml-14574
Schweppes,icecekler,Tonik Suyu,,,,,,Schweppes Tonik Cam 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/schweppes-tonik-cam-250-ml-15691
Schweppes,icecekler,Tonik Suyu,,,,,,Schweppes Tonik 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/schweppes-tonik-1-lt-15702
Pepsi,icecekler,"Kola, Fanta",,,,,,Pepsi Mango 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pepsi-mango-1-lt-16331
Yedigün,icecekler,"Kola, Fanta",,,,,,Yedigün 200 ml Portakal Cam,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/yedigun-200ml-portakal-cam-16353
Fruko,icecekler,Sade Gazoz,,,,,,Fruko Gazoz 200 ml Cam Şişe,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fruko-gazoz-200ml-cam-sise-16354
Uludağ,icecekler,Meyveli Gazoz,,,,,,Uludağ Efsane Portakal 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/uludag-efsane-portakal-250-ml-16530
Maltana,icecekler,Malt İçecekler,,,,,,Maltana Ananas Aromalı İçecek 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/maltana-ananas-aromali-icecek-250-ml-16533
Uludağ,icecekler,"Kola, Fanta",,,,,,Uludağ Meyvelim Portakal Pet 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/uludag-meyvelim-portakal-pet-1-lt-16532
Maltana,icecekler,Malt İçecekler,,,,,,Maltana Ginseng Aromalı  İçecek 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/maltana-ginseng-aromali--icecek-250-ml-16534
Pepsi,icecekler,"Kola, Fanta",,,,,,Pepsi Twist 1.5 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pepsi-twist-1.5-lt-16546
Fruko,icecekler,Meyveli Gazoz,,,,,,Fruko Limon ve Misket Limonu Aromalı Gazoz 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/fruko-limon-ve-misket-limonu-aromali-gazoz-250-ml-16618
Maltana,icecekler,Malt İçecekler,,,,,,Maltana Şeftali Aromalı İçecek 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/maltana-seftali-aromali-icecek-250-ml-16776
Bruin,icecekler,Enerji İçecekleri,,,,,,Black Bruin 1000 ml Enerji İçeceği,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/black-bruin-1000ml-enerji-icecegi-16667
Çamlıca,icecekler,Sade Gazoz,,,,,,Çamlıca Şekersiz Gazoz 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/camlica-sekersiz-gazoz-200-ml-16582
Çamlıca,icecekler,Sade Gazoz,,,,,,Çamlıca Şekersiz Gazoz 6x200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/camlica-sekersiz-gazoz-6x200-ml-16542
Yedigün,icecekler,Gazlı İçecekler,,,,,,Yedigün Blue 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/yedigun-blue-1-lt-16330
Avşar,icecekler,Meyveli Maden Suları,,,,,,Avşar Düşes Armudu & Nektarin Maden Suyu 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/avsar-duses-armudu--nektarin-maden-suyu-200-ml-14573
Hell,icecekler,Enerji İçecekleri,,,,,,Hell Enerji İçeceği Black Cherry 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/hell-enerji-icecegi-black-cherry-250-ml-17009
Torku,icecekler,Gazoz,,,,,,Torku No On Gazlı İçecek Kutu 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/torku-no-on-kola---250-ml-kutu
Uludağ,icecekler,Meyveli Maden Suları,,,,,,Uludag Frutti Extra Orman Meyveleri 1000 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/uludag-frutti-extra-orman-meyveleri-1000-ml-17581
Uludağ,icecekler,Meyveli Maden Suları,,,,,,Uludag Frutti Extra Yeşil Limon 1000 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/uludag-frutti-extra-yesil-limon-1000-ml-17588
Uludağ,icecekler,Meyveli Maden Suları,,,,,,Uludag Frutti Extra Mandalina 1000 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/uludag-frutti-extra-mandalina-1000-ml-17591
Torku,icecekler,Gazoz,,,,,,Torku No On Gazlı İçecek 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/torku-no-on-gazli-icecek-1-lt-17837
Kızılay,icecekler,Sade Maden Suları,,,,,,Kızılay Maden Suyu 200 ml -Erzincan,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/kizilay-maden-suyu-200-ml--erzincan-19036
Kızılay,icecekler,Sade Maden Suları,,,,,,Kızılay Maden Suyu 6x200 ml -Erzincan,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/kizilay-maden-suyu-6x200-ml--erzincan-19039
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Meyve Suyu Kırmızı Meyveli Classic 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-meyve-suyu-kirmizi-meyveli-classic-1-lt
Meysu,icecekler,Meyve Suyu,,,,,,Meysu Guava Nektarı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/meysu-guava-nektari-1-lt
Tamek M.Suyu,icecekler,Meyve Suyu,,,,,,Tamek Vişne Nektarı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/tamek-visne-nektari-200-ml
Tamek M.Suyu,icecekler,Meyve Suyu,,,,,,Tamek Portakal Nektarı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/tamek-portakal-nektari-200-ml
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Karışık Meyve Suyu 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-karisik-meyve-suyu-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Karışık Meyve Suyu 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-karisik-meyve-suyu-200-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Kayısı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-kayisi-200-ml
İçim,icecekler,Meyve Suyu,,,,,,İçim Meyve Nektarı Kayısı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/icim-meyve-nektari-kayisi-1-lt
İçim,icecekler,Meyve Suyu,,,,,,İçim Vişne Aromalı Meyve Suyu 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/icim-visne-aromali-meyve-suyu-1-lt
İçim,icecekler,Meyve Suyu,,,,,,İçim Meyve Nektarı Şeftali 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/icim-meyve-nektari-seftali-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Elma Nektarı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-elma-nektari-200-ml
Tamek M.Suyu,icecekler,Meyve Suyu,,,,,,Tamek Nektar Karışık 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/tamek-nektar-1lt-karisik-11709
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Portakal 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-portakal-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Portakal 330 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-portakal-330-ml
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Kayısı Meyve Suyu 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-kayisi-meyve-suyu-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Vişneli 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-visneli-200-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Şeftali 330 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-seftali-330-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Vişne 330 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-visne-330-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Şeftali Suyu 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-seftali-suyu-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Vişne 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-visne-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Karışık Meyve 330 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-karisik-meyve-330-ml
Karakız,icecekler,Şalgam Suyu,,,,,,Karakız Şalgam Pet Sade 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/karakiz-salgam-1lt-pet-sade
Karakız,icecekler,Şalgam Suyu,,,,,,Karakız Şalgam Pet Acı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/karakiz-salgam-1lt-pet-aci
Karakız,icecekler,Şalgam Suyu,,,,,,Karakız Organik Şalgam Sade 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/karakiz-organik-salgam-1lt-sade
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Karışık Meyveli 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-karisik-meyveli-1-lt
Karakız,icecekler,Şalgam Suyu,,,,,,Karakız Organik Şalgam Acı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/karakiz-organik-salgam-1lt-aci
İçim,icecekler,Meyve Suyu,,,,,,İçim Meyve Nektarı Karışık 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/icim-meyve-nektari-karisik-1-lt
Pınar,icecekler,Meyve Suyu,,,,,,Pınar Meyve Suyu Şeftali 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pinar-meyve-suyu-seftali-1-lt
Pınar,icecekler,Meyve Suyu,,,,,,Pınar Meyve Suyu Kayısı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pinar-meyve-suyu-kayisi-1-lt
Uludağ,icecekler,Limonata,,,,,,Uludağ Limonata 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/uludag-limonata-1-lt
Uludağ,icecekler,Limonata,,,,,,Uludağ Şekersiz Limonata 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/uludag-sekersiz-limonata-1-lt
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Sıkma Karışık Meyve Suyu Moments 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-meyve-suyu-moments-250-ml-12332
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Üzüm Suyu 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-uzum-suyu-1-lt-12344
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Meyve Suyu Ananas 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-meyve-suyu-ananas-200-ml-12346
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Elma Suyu 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-elma-suyu-200-ml
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Meyve Suyu Şeftali1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-meyve-suyu-seftali1-lt
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Meyve Suyu %100 Elma 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-meyve-suyu-100-elma-1-lt
Pınar,icecekler,Meyve Suyu,,,,,,Pınar Kayısı Nektarı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pinar-kayisi-nektari-200-ml
Pınar,icecekler,Meyve Suyu,,,,,,Pınar Meyve Suyu Şeftali 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pinar-meyve-suyu-seftali-200-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Elma Suyu 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-elma-suyu-1-lt
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Meyve Suyu Nar 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-meyve-suyu-nar-1-lt
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Meyve Suyu Vişne 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-meyve-suyu-visne-200-ml
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Meyve Suyu Kayısı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-meyve-suyu-kayisi-200-ml
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Meyve Suyu Karışık 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-meyve-suyu-karisik-200-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Kayısı Nektarı 330 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-kayisi-nektari-330-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Elma-Vişne %100 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-elma-visne-100-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Elma-Şeftali %100 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-elma-seftali-100-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Elma-Karışık %100 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-elma-karisik-100-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Kayısı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-kayisi-1-lt
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Karışık Meyve Suyu 6x200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-karisik-meyve-suyu-6x200-ml
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Meyve Suyu Şeftali 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-meyve-suyu-seftali-200-ml
İçim,icecekler,Meyve Suyu,,,,,,İçim Meyve Nektarı Şeftali 330 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/icim-meyve-nektari-seftali-330-ml
İçim,icecekler,Meyve Suyu,,,,,,İçim Meyve Nektarı Kayısı 330 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/icim-meyve-nektari-kayisi-330-ml
Meysu,icecekler,Meyve Suyu,,,,,,Meysu Şeftali Nektarı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/meysu-seftali-nektari-1-lt
Meysu,icecekler,Meyve Suyu,,,,,,Meysu Karışık Nektarı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/meysu-karisik-nektari-1-lt
Meysu,icecekler,Meyve Suyu,,,,,,Meysu Karışık Meyve Nektarı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/meysu-karisik-meyve-nektari-200-ml
Tamek M.Suyu,icecekler,Meyve Suyu,,,,,,Tamek Kahvaltım Karışık Meyve Nektarı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/tamek-kahvaltim-karisik-meyve-nektari-200-ml
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Active Ekşi Elma 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-active-eksi-elma-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Pulpy Portakal 330 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-pulpy-portakal-330-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Pulpy Karışık Pet 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-pulpy-karisik-pet-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Pulpy Portakal 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-pulpy-portakal-1-lt
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Moments Sıkma Portakal Suyu 700 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-moments-portakal-suyu-cam-700-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Pulpy Şeftali Pet 330 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-pulpy-seftali-pet-330-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Pulpy Şeftali Pet 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-pulpy-seftali-pet-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Atom Nektar 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-atom-nektar-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Atom Nektar 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-atom-nektar-200-ml
Tropicana,icecekler,Meyve Suyu,,,,,,Tropicana Anadolu Karışık Meyve Nektarı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/tropicana-anadolu-karisik-meyve-nektari-1-lt
İçim,icecekler,Meyve Suyu,,,,,,İçim Meyve Nektarı Ananas 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/icim-meyve-nektari-ananas-1-lt
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Active Vişne 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-active-visne-1-lt
Tropicana,icecekler,Meyve Suyu,,,,,,Tropicana Bursa Şeftali Nektarı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/tropicana-bursa-seftali-nektari-1-lt
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Pulpy Mandalina Pet 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-pulpy-mandalina-pet-1-lt
Tropicana,icecekler,Meyve Suyu,,,,,,Tropicana Anadolu Karışık Meyve Nektarı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/tropicana-anadolu-karisik-meyve-nektari-200-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Atom Nektar 330 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-atom-nektar-330-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Pulpy Karışık 330 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-pulpy-karisik-330-ml
Tropicana,icecekler,Meyve Suyu,,,,,,Tropicana Malatya Kayısı Nektarı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/tropicana-malatya-kayisi-nektari-1-lt
Tropicana,icecekler,Meyve Suyu,,,,,,Tropicana Afyon Vişne Nektarı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/tropicana-afyon-visne-nektari-1-lt
Dimes,icecekler,Meyve Suyu,,,,,,Dimes 7/24 Tahıllı Karışık Nektar 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-7/24-tahilli-karisik-nektar-200-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Ananas Nektarı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-ananas-nektari-1-lt
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Moments Sıkma Elma Suyu  700 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-moments-elma-suyu-cam-700-ml
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Moments Sıkma Nar Suyu  700 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-moments-nar-suyu-cam-700-ml
Aroma,icecekler,Meyve Suyu,,,,,,Aroma Kayısı Nektarı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/aroma-kayisi-nektari-1-lt
Aroma,icecekler,Meyve Suyu,,,,,,Aroma Şeftali Nektari 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/aroma-seftali-nektari-1-lt
Aroma,icecekler,Meyve Suyu,,,,,,Aroma Vişne Nektarı 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/aroma-visne-nektari-1-lt
Aroma,icecekler,Meyve Suyu,,,,,,Aroma 9 Vitamin Karışık Meyve Nektarı 1lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/aroma-9-vitamin-karisik-meyve-nektari-1lt
Aroma,icecekler,Meyve Suyu,,,,,,Aroma Vişne Nektarı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/aroma-visne-nektari-200-ml
Aroma,icecekler,Meyve Suyu,,,,,,Aroma Kayısı Nektarı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/aroma-kayisi-nektari-200-ml
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Active Ananas İçeceği 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-active-ananas-icecegi-1-lt
Aroma,icecekler,Meyve Suyu,,,,,,Aroma Şeftali Nektarı 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/aroma-seftali-nektari-200-ml
Aroma,icecekler,Meyve Suyu,,,,,,Aroma Karışık Nektar 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/aroma-karisik-nektar-200-ml
Benorganic,icecekler,Meyve Suyu,,,,,,BenOrganic Portakal Suyu 250 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/benorganic-portakal-suyu-250-ml
Benorganic,icecekler,Meyve Suyu,,,,,,BenOrganic Elma Suyu 946 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/benorganic-elma-suyu-1-lt
Tropicana,icecekler,Meyve Suyu,,,,,,Tropicana Günaydın Ceviz Aromalı Ballı Nektar 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/tropicana-gunaydin-ceviz-aromali-balli-nektar-1-lt
Pınar,icecekler,Meyve Suyu,,,,,,Pınar Meyveli İçecek Akdeniz 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pinar-meyveli-icecek-akdeniz-1-lt
Pınar,icecekler,Meyve Suyu,,,,,,Pınar Meyveli İçecek Vişne 1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pinar-meyveli-icecek-visne-1-lt
Pınar,icecekler,Meyve Suyu,,,,,,Pınar Portakal Meyveli İçecek  1 lt,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pinar-portakal-meyveli-icecek--1-lt
Pınar,icecekler,Meyve Suyu,,,,,,Pınar Akdeniz Meyveli İçecek  200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pinar-akdeniz-meyveli-icecek--200-ml
Cappy,icecekler,Meyve Suyu,,,,,,Cappy Şeftali 200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/cappy-seftali-200-ml
Pınar,icecekler,Meyve Suyu,,,,,,Pınar Vişne Meyveli İçecek  200 ml,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/pinar-visne-meyveli-icecek--200-ml
Dimes,icecekler,Meyve Suyu,,,,,,Dimes Vişneli  Meyve Suyu 1 tl,,https://www.cagri.com/Uploads/Images/load.gif,https://www.cagri.com/dimes-visneli--meyve-suyu-1-tl
